sitename,county,aqi,pollutant,status,so2,so2_avg,co,co_8hr,o3,o3_8hr,pm10,pm10_avg,pm25,pm25_avg,no2,nox,no,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
朴子,嘉義縣,62,懸浮微粒,普通,1.2,1.0,0.17,0.2,53.0,51.0,50.0,41.0,11.0,15.0,3.0,4.7,1.0,2.8,340.0,2026-03-21 16:00:00,120.2478,23.46538,40,
新港,嘉義縣,77,懸浮微粒,普通,0.4,0.0,0.19,0.2,55.0,51.0,62.0,54.0,15.0,16.5,2.0,3.5,0.9,3.9,291.0,2026-03-21 16:00:00,120.345531,23.554839,39,
崙背,雲林縣,61,細懸浮微粒,普通,1.4,1.0,0.2,0.2,56.0,51.0,46.0,37.0,15.0,16.1,2.0,3.1,0.2,2.6,288.0,2026-03-21 16:00:00,120.348742,23.757547,38,
斗六,雲林縣,81,細懸浮微粒,普通,1.5,1.0,0.29,0.3,66.0,55.0,41.0,44.0,22.0,23.4,6.0,7.3,0.9,1.9,336.0,2026-03-21 16:00:00,120.544994,23.711853,37,
南投,南投縣,101,細懸浮微粒,對敏感族群不健康,1.2,0.0,0.33,0.3,70.0,53.0,63.0,52.0,41.0,30.5,10.0,11.2,0.7,1.8,342.0,2026-03-21 16:00:00,120.685306,23.913,36,
二林,彰化縣,67,懸浮微粒,普通,2.0,1.0,0.33,0.2,60.0,55.0,55.0,45.0,21.0,17.0,4.0,5.5,0.8,3.9,358.0,2026-03-21 16:00:00,120.409653,23.925175,35,
線西,彰化縣,68,細懸浮微粒,普通,3.9,2.0,0.56,0.4,54.0,50.0,42.0,35.0,20.0,18.7,9.0,11.1,1.8,5.9,32.0,2026-03-21 16:00:00,120.469061,24.131672,34,
彰化,彰化縣,66,細懸浮微粒,普通,0.4,0.0,0.25,0.2,56.0,51.0,51.0,37.0,20.0,18.0,9.0,11.6,1.9,4.0,11.0,2026-03-21 16:00:00,120.541519,24.066,33,
西屯,臺中市,59,懸浮微粒,普通,1.4,1.0,0.21,0.2,53.0,45.0,41.0,38.0,15.0,14.5,8.0,8.9,0.5,4.0,10.0,2026-03-21 16:00:00,120.616917,24.162197,32,
忠明,臺中市,61,細懸浮微粒,普通,1.4,1.0,0.25,0.2,54.0,46.0,42.0,32.0,22.0,16.2,7.0,9.1,1.7,2.7,354.0,2026-03-21 16:00:00,120.641092,24.151958,31,
大里,臺中市,58,細懸浮微粒,普通,0.8,1.0,0.27,0.3,54.0,45.0,41.0,30.0,16.0,15.1,5.0,6.5,0.8,3.2,320.0,2026-03-21 16:00:00,120.67844444,24.09961111,30,
沙鹿,臺中市,73,細懸浮微粒,普通,1.4,1.0,0.21,0.2,54.0,49.0,42.0,36.0,23.0,20.7,5.0,6.6,0.9,4.4,321.0,2026-03-21 16:00:00,120.568794,24.225628,29,
豐原,臺中市,54,細懸浮微粒,普通,1.5,1.0,0.25,0.2,52.0,42.0,29.0,21.0,14.0,13.6,5.0,6.8,1.1,3.6,330.0,2026-03-21 16:00:00,120.74252414,24.25699731,28,
三義,苗栗縣,49,,良好,0.6,0.0,0.23,0.2,45.0,39.0,42.0,23.0,20.0,12.2,7.0,8.7,1.7,5.3,11.0,2026-03-21 16:00:00,120.75956754,24.38248443,27,
苗栗,苗栗縣,55,細懸浮微粒,普通,1.2,1.0,0.21,0.2,49.0,42.0,29.0,26.0,13.0,13.8,6.0,7.3,1.2,4.2,28.0,2026-03-21 16:00:00,120.82011468,24.56499183,26,
頭份,苗栗縣,55,細懸浮微粒,普通,1.5,0.0,0.25,0.2,47.0,42.0,27.0,34.0,9.0,14.0,6.0,7.7,1.2,2.5,30.0,2026-03-21 16:00:00,120.89869286,24.69690679,25,
新竹,新竹市,50,,良好,1.4,1.0,0.29,0.2,49.0,44.0,23.0,30.0,9.0,12.1,7.0,9.1,1.1,2.7,40.0,2026-03-21 16:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,53,細懸浮微粒,普通,0.9,0.0,0.26,0.2,41.0,40.0,27.0,20.0,15.0,13.3,9.0,10.6,0.8,1.4,315.0,2026-03-21 16:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,45,,良好,0.3,0.0,0.25,0.2,52.0,47.0,15.0,27.0,7.0,10.3,4.0,4.8,0.2,3.9,29.0,2026-03-21 16:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,49,,良好,0.5,0.0,0.27,0.2,41.0,41.0,25.0,26.0,13.0,12.2,10.0,11.9,1.2,2.7,24.0,2026-03-21 16:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,46,,良好,0.7,0.0,0.29,0.2,45.0,39.0,23.0,23.0,10.0,11.4,9.0,10.8,1.4,2.5,39.0,2026-03-21 16:00:00,121.203986,24.952786,20,
觀音,桃園市,46,,良好,0.9,0.0,0.22,0.1,53.0,50.0,10.0,19.0,6.0,9.0,3.0,4.5,0.8,4.0,54.0,2026-03-21 16:00:00,121.08283092,25.03556747,19,
大園,桃園市,44,,良好,0.9,0.0,0.25,0.2,51.0,47.0,19.0,24.0,6.0,7.6,6.0,7.8,1.0,5.4,36.0,2026-03-21 16:00:00,121.20251473,25.06100357,18,
桃園,桃園市,38,,良好,0.4,0.0,0.28,0.2,44.0,40.0,13.0,18.0,11.0,9.5,9.0,10.6,0.8,2.8,15.0,2026-03-21 16:00:00,121.30500531,24.9947107,17,
大同,臺北市,58,二氧化氮,普通,0.8,0.0,0.87,0.6,24.0,26.0,9.0,9.0,9.0,5.7,33.0,59.0,25.9,,,2026-03-21 16:00:00,121.51342074,25.06331455,16,
松山,臺北市,43,,良好,1.5,1.0,0.24,0.2,34.0,36.0,19.0,14.0,11.0,7.9,18.0,21.4,3.3,1.9,58.0,2026-03-21 16:00:00,121.578611,25.05,15,
古亭,臺北市,41,,良好,1.1,1.0,0.21,0.2,48.0,44.0,12.0,11.0,3.0,4.1,6.0,7.1,0.9,0.8,73.0,2026-03-21 16:00:00,121.529556,25.020608,14,
萬華,臺北市,36,,良好,1.1,1.0,0.3,0.2,39.0,39.0,12.0,11.0,6.0,6.1,14.0,16.4,2.2,2.3,117.0,2026-03-21 16:00:00,121.507972,25.046503,13,
中山,臺北市,37,,良好,0.2,0.0,0.33,0.3,42.0,40.0,10.0,12.0,7.0,7.2,11.0,13.6,1.8,2.0,114.0,2026-03-21 16:00:00,121.526528,25.062361,12,
士林,臺北市,15,,良好,0.4,0.0,0.24,,47.0,,8.0,9.0,1.0,1.9,6.0,7.5,0.5,1.2,269.0,2026-03-21 16:00:00,121.51666356,25.10334003,11,
淡水,新北市,42,,良好,0.5,0.0,0.25,0.2,48.0,45.0,7.0,7.0,9.0,6.9,3.0,4.4,0.8,3.5,20.0,2026-03-21 16:00:00,121.449239,25.1645,10,
林口,新北市,38,,良好,1.0,0.0,0.25,0.2,46.0,41.0,12.0,16.0,11.0,8.5,5.0,6.4,0.6,2.1,37.0,2026-03-21 16:00:00,121.36548982,25.07798949,9,
菜寮,新北市,39,,良好,0.4,0.0,0.3,0.2,44.0,42.0,8.0,10.0,7.0,7.4,10.0,12.6,1.7,2.4,133.0,2026-03-21 16:00:00,121.481028,25.06895,8,
新莊,新北市,42,,良好,0.3,0.0,0.24,0.2,46.0,45.0,17.0,20.0,5.0,6.7,9.0,11.2,1.6,3.7,80.0,2026-03-21 16:00:00,121.4325,25.037972,7,
板橋,新北市,40,,良好,0.8,0.0,0.31,0.2,44.0,43.0,9.0,9.0,5.0,7.2,10.0,12.2,1.3,1.4,101.0,2026-03-21 16:00:00,121.458667,25.012972,6,
土城,新北市,43,,良好,0.7,0.0,0.24,0.2,47.0,46.0,8.0,10.0,3.0,4.4,7.0,9.3,1.6,1.8,130.0,2026-03-21 16:00:00,121.451861,24.982528,5,
新店,新北市,41,,良好,1.2,1.0,0.25,0.2,47.0,44.0,9.0,11.0,9.0,6.1,8.0,9.4,0.7,1.8,24.0,2026-03-21 16:00:00,121.537778,24.977222,4,
汐止,新北市,37,,良好,0.9,0.0,0.23,0.2,38.0,40.0,19.0,12.0,10.0,7.6,12.0,13.2,0.8,1.7,33.0,2026-03-21 16:00:00,121.64081,25.06624,2,
基隆,基隆市,40,,良好,0.6,0.0,0.23,0.2,47.0,43.0,11.0,17.0,9.0,9.6,6.0,7.1,0.9,0.6,69.0,2026-03-21 16:00:00,121.760056,25.129167,1,
屏東（枋山）,屏東縣,80,細懸浮微粒,普通,0.9,0.0,0.34,0.2,86.0,59.0,51.0,40.0,30.0,23.0,3.0,2.7,0.0,1.6,250.0,2026-03-21 15:00:00,120.651472,22.260899,313,
新北（樹林）,新北市,44,,良好,0.2,0.0,0.24,0.2,50.0,47.0,7.0,9.0,9.0,8.6,7.0,9.3,1.6,1.0,108.0,2026-03-21 15:00:00,121.38352778,24.94902778,311,
屏東（琉球）,屏東縣,101,細懸浮微粒,對敏感族群不健康,0.4,1.0,0.22,0.3,68.0,58.0,43.0,62.0,17.0,30.7,3.0,4.4,0.8,4.2,319.0,2026-03-21 15:00:00,120.37722,22.35222,204,
南投（鹿谷）,南投縣,87,細懸浮微粒,普通,1.8,1.0,0.3,0.2,66.0,50.0,60.0,42.0,33.0,25.7,6.0,7.4,1.0,1.2,287.0,2026-03-21 15:00:00,120.7944772,23.71867609,203,
林森,臺南市,82,細懸浮微粒,普通,1.0,1.0,0.32,0.4,55.0,46.0,50.0,54.0,22.0,23.7,6.0,8.3,2.2,2.2,79.0,2026-03-21 15:00:00,120.22216042,22.98522502,140,
員林,彰化縣,80,細懸浮微粒,普通,1.4,1.0,0.25,0.3,65.0,51.0,40.0,37.0,27.0,23.0,5.0,7.1,1.4,4.0,236.0,2026-03-21 15:00:00,120.5631893,23.9615945,139,
臺灣大道,臺中市,66,細懸浮微粒,普通,0.6,0.0,0.37,0.4,55.0,40.0,39.0,27.0,21.0,18.0,12.0,18.3,6.3,2.3,350.0,2026-03-21 15:00:00,120.6567111,24.1589,88,
大城,彰化縣,61,細懸浮微粒,普通,0.8,1.0,0.19,0.1,59.0,55.0,35.0,31.0,16.0,16.0,1.0,2.6,1.2,7.5,194.0,2026-03-21 15:00:00,120.26964167,23.85493056,85,
富貴角,新北市,54,臭氧八小時,普通,0.4,0.0,0.19,0.1,60.0,56.0,18.0,28.0,9.0,10.4,1.0,1.2,0.0,6.8,43.0,2026-03-21 15:00:00,121.53656894,25.29681695,84,
麥寮,雲林縣,58,懸浮微粒,普通,0.7,0.0,0.18,0.2,55.0,50.0,47.0,37.0,11.0,14.0,2.0,4.2,2.0,6.1,354.0,2026-03-21 15:00:00,120.251825,23.753506,83,
關山,臺東縣,37,,良好,0.3,0.0,0.18,0.2,44.0,35.0,14.0,13.0,6.0,9.2,1.0,2.5,1.0,2.0,217.0,2026-03-21 15:00:00,121.161933,23.045083,80,
馬公,澎湖縣,53,細懸浮微粒,普通,0.5,0.0,0.19,0.1,56.0,54.0,17.0,25.0,11.0,13.3,2.0,3.3,1.1,4.8,20.0,2026-03-21 15:00:00,119.566158,23.569031,78,
金門,金門縣,67,細懸浮微粒,普通,2.1,1.0,0.38,0.3,64.0,57.0,32.0,30.0,20.0,18.3,10.0,11.4,1.1,2.1,55.0,2026-03-21 15:00:00,118.312256,24.432133,77,
馬祖,連江縣,52,細懸浮微粒,普通,0.7,0.0,0.18,0.2,54.0,50.0,18.0,22.0,9.0,12.8,5.0,6.2,1.1,2.8,334.0,2026-03-21 15:00:00,119.952724,26.153736,75,
埔里,南投縣,71,細懸浮微粒,普通,1.1,1.0,0.26,0.2,57.0,39.0,27.0,31.0,17.0,19.7,3.0,4.3,0.7,2.7,292.0,2026-03-21 15:00:00,120.967903,23.968842,72,
復興,高雄市,98,細懸浮微粒,普通,0.9,0.0,0.24,0.4,60.0,47.0,54.0,62.0,16.0,29.8,6.0,8.4,1.6,2.1,279.0,2026-03-21 15:00:00,120.312017,22.608711,71,
永和,新北市,39,,良好,0.9,1.0,0.28,0.3,46.0,42.0,8.0,12.0,8.0,6.8,6.0,9.5,2.6,2.2,88.0,2026-03-21 15:00:00,121.516306,25.017,70,
竹山,南投縣,94,細懸浮微粒,普通,2.6,1.0,0.3,0.3,74.0,49.0,57.0,52.0,30.0,28.2,6.0,7.6,1.1,2.5,302.0,2026-03-21 15:00:00,120.677306,23.756389,69,
中壢,桃園市,58,細懸浮微粒,普通,0.7,0.0,0.39,0.4,30.0,26.0,28.0,31.0,14.0,14.9,21.0,29.8,7.9,0.7,14.0,2026-03-21 15:00:00,121.221667,24.953278,68,
三重,新北市,54,二氧化氮,普通,1.5,1.0,0.69,0.7,29.0,24.0,10.0,16.0,6.0,7.4,26.0,46.7,19.8,,,2026-03-21 15:00:00,121.493806,25.072611,67,
冬山,宜蘭縣,45,,良好,1.0,0.0,0.18,0.2,46.0,49.0,11.0,13.0,8.0,9.5,5.0,7.1,1.4,1.4,39.0,2026-03-21 15:00:00,121.792928,24.632203,66,
宜蘭,宜蘭縣,36,,良好,0.9,0.0,0.19,0.2,46.0,39.0,9.0,8.0,4.0,5.2,4.0,5.0,0.4,1.1,123.0,2026-03-21 15:00:00,121.746394,24.747917,65,
陽明,臺北市,45,,良好,1.3,1.0,0.2,0.1,50.0,49.0,3.0,4.0,1.0,0.5,1.0,2.1,0.9,2.8,140.0,2026-03-21 15:00:00,121.529583,25.182722,64,
花蓮,花蓮縣,42,,良好,1.1,1.0,0.25,0.2,56.0,45.0,17.0,16.0,11.0,9.2,2.0,3.5,0.8,2.4,82.0,2026-03-21 15:00:00,121.599769,23.971306,63,
臺東,臺東縣,45,,良好,0.5,0.0,0.23,0.2,54.0,46.0,23.0,24.0,8.0,11.2,2.0,4.0,1.3,2.7,53.0,2026-03-21 15:00:00,121.15045,22.755358,62,
恆春,屏東縣,43,,良好,0.9,0.0,0.2,0.2,46.0,46.0,19.0,14.0,6.0,6.9,0.0,1.5,1.0,2.7,5.0,2026-03-21 15:00:00,120.788928,21.958069,61,
潮州,屏東縣,83,細懸浮微粒,普通,0.8,0.0,0.25,0.2,69.0,52.0,38.0,48.0,22.0,24.3,2.0,3.3,0.4,2.8,245.0,2026-03-21 15:00:00,120.561175,22.523108,60,
屏東,屏東縣,109,細懸浮微粒,對敏感族群不健康,1.8,0.0,0.36,0.3,72.0,56.0,46.0,60.0,27.0,33.7,8.0,9.3,0.9,2.6,140.0,2026-03-21 15:00:00,120.488033,22.673081,59,
小港,高雄市,103,細懸浮微粒,對敏感族群不健康,1.3,1.0,0.25,0.4,59.0,45.0,56.0,65.0,18.0,31.5,9.0,10.9,1.0,4.4,297.0,2026-03-21 15:00:00,120.337736,22.565833,58,
前鎮,高雄市,90,細懸浮微粒,普通,1.4,1.0,0.24,0.4,61.0,49.0,46.0,54.0,16.0,26.9,6.0,8.5,1.7,2.7,332.0,2026-03-21 15:00:00,120.30833356,22.6044507,57,
前金,高雄市,92,懸浮微粒,普通,0.8,1.0,0.22,0.3,60.0,48.0,73.0,68.0,16.0,26.0,6.0,7.5,0.6,6.3,349.0,2026-03-21 15:00:00,120.28676111,22.63390278,56,
左營,高雄市,93,細懸浮微粒,普通,1.2,1.0,0.19,0.4,57.0,47.0,76.0,67.0,22.0,28.0,6.0,8.2,1.5,4.4,293.0,2026-03-21 15:00:00,120.292917,22.674861,54,
楠梓,高雄市,86,懸浮微粒,普通,1.4,1.0,0.22,0.3,61.0,47.0,58.0,62.0,15.0,24.8,5.0,7.0,1.1,3.2,302.0,2026-03-21 15:00:00,120.328289,22.733667,53,
林園,高雄市,104,細懸浮微粒,對敏感族群不健康,2.2,2.0,0.24,0.3,59.0,52.0,70.0,65.0,20.0,31.7,8.0,9.1,0.9,3.0,293.0,2026-03-21 15:00:00,120.41175,22.4795,52,
大寮,高雄市,122,細懸浮微粒,對敏感族群不健康,2.0,2.0,0.26,0.4,75.0,54.0,54.0,72.0,21.0,39.0,7.0,8.5,0.9,1.9,293.0,2026-03-21 15:00:00,120.425311,22.56413611,51,
鳳山,高雄市,95,細懸浮微粒,普通,1.7,1.0,0.38,0.4,60.0,49.0,77.0,62.0,14.0,28.4,10.0,11.2,1.2,1.5,287.0,2026-03-21 15:00:00,120.357422,22.628126,50,
仁武,高雄市,106,細懸浮微粒,對敏感族群不健康,1.3,1.0,0.23,0.3,62.0,47.0,62.0,64.0,23.0,32.7,20.0,21.0,1.0,3.5,319.0,2026-03-21 15:00:00,120.332631,22.689056,49,
橋頭,高雄市,93,細懸浮微粒,普通,1.5,1.0,0.2,0.3,57.0,45.0,58.0,60.0,19.0,27.9,5.0,6.8,1.2,4.7,308.0,2026-03-21 15:00:00,120.305689,22.757506,48,
美濃,高雄市,73,細懸浮微粒,普通,1.5,1.0,0.26,0.3,61.0,45.0,34.0,35.0,16.0,20.7,3.0,5.1,1.7,2.5,303.0,2026-03-21 15:00:00,120.530542,22.883583,47,
臺南,臺南市,76,懸浮微粒,普通,0.9,0.0,0.19,0.2,56.0,48.0,47.0,53.0,15.0,21.2,5.0,5.6,0.5,4.5,348.0,2026-03-21 15:00:00,120.21947897,22.98928311,46,
安南,臺南市,76,懸浮微粒,普通,0.7,0.0,0.21,0.2,59.0,50.0,42.0,53.0,15.0,21.2,2.0,4.1,1.2,5.1,313.0,2026-03-21 15:00:00,120.2175,23.048197,45,
善化,臺南市,73,細懸浮微粒,普通,0.9,0.0,0.18,0.2,57.0,46.0,38.0,48.0,18.0,20.7,3.0,4.3,1.0,5.6,354.0,2026-03-21 15:00:00,120.29740529,23.11337642,44,
新營,臺南市,72,懸浮微粒,普通,0.9,0.0,0.19,0.2,53.0,44.0,57.0,50.0,17.0,18.4,4.0,5.3,1.3,4.1,1.0,2026-03-21 15:00:00,120.31725,23.305633,43,
嘉義,嘉義市,79,細懸浮微粒,普通,1.8,2.0,0.21,0.3,54.0,43.0,46.0,50.0,17.0,22.7,2.0,3.5,0.6,4.4,9.0,2026-03-21 15:00:00,120.44125148,23.46477865,42,
臺西,雲林縣,54,細懸浮微粒,普通,1.4,1.0,0.18,0.2,53.0,50.0,32.0,32.0,12.0,13.5,2.0,4.4,1.5,6.2,12.0,2026-03-21 15:00:00,120.19933333,23.702175,41,
朴子,嘉義縣,62,懸浮微粒,普通,1.3,1.0,0.17,0.2,53.0,48.0,40.0,41.0,9.0,16.0,3.0,4.4,0.6,3.1,348.0,2026-03-21 15:00:00,120.2478,23.46538,40,
新港,嘉義縣,73,懸浮微粒,普通,0.4,1.0,0.19,0.2,54.0,47.0,68.0,51.0,14.0,17.2,2.0,2.8,0.7,4.2,307.0,2026-03-21 15:00:00,120.345531,23.554839,39,
崙背,雲林縣,62,細懸浮微粒,普通,1.2,1.0,0.19,0.2,55.0,48.0,38.0,36.0,17.0,16.4,2.0,2.1,0.0,2.9,340.0,2026-03-21 15:00:00,120.348742,23.757547,38,
斗六,雲林縣,82,細懸浮微粒,普通,0.7,1.0,0.25,0.3,68.0,50.0,40.0,45.0,18.0,23.7,5.0,6.2,0.8,2.7,315.0,2026-03-21 15:00:00,120.544994,23.711853,37,
南投,南投縣,92,細懸浮微粒,普通,1.3,0.0,0.37,0.3,74.0,46.0,63.0,48.0,42.0,27.5,11.0,12.5,1.2,2.1,342.0,2026-03-21 15:00:00,120.685306,23.913,36,
二林,彰化縣,65,懸浮微粒,普通,0.9,1.0,0.22,0.2,62.0,51.0,49.0,44.0,20.0,15.9,2.0,2.7,0.6,4.2,11.0,2026-03-21 15:00:00,120.409653,23.925175,35,
線西,彰化縣,67,細懸浮微粒,普通,2.6,1.0,0.29,0.3,58.0,47.0,43.0,33.0,24.0,18.2,7.0,8.6,1.3,6.1,37.0,2026-03-21 15:00:00,120.469061,24.131672,34,
彰化,彰化縣,64,細懸浮微粒,普通,0.6,0.0,0.25,0.2,61.0,47.0,52.0,35.0,26.0,17.3,8.0,10.4,1.7,4.3,15.0,2026-03-21 15:00:00,120.541519,24.066,33,
西屯,臺中市,57,懸浮微粒,普通,1.5,1.0,0.22,0.2,56.0,41.0,57.0,36.0,15.0,13.5,9.0,10.5,0.7,3.7,17.0,2026-03-21 15:00:00,120.616917,24.162197,32,
忠明,臺中市,57,細懸浮微粒,普通,1.6,1.0,0.26,0.2,58.0,42.0,45.0,30.0,18.0,14.8,7.0,9.1,1.9,2.6,320.0,2026-03-21 15:00:00,120.641092,24.151958,31,
大里,臺中市,59,細懸浮微粒,普通,0.7,1.0,0.27,0.3,56.0,41.0,33.0,29.0,15.0,15.3,5.0,6.2,0.9,4.3,312.0,2026-03-21 15:00:00,120.67844444,24.09961111,30,
沙鹿,臺中市,73,細懸浮微粒,普通,1.5,1.0,0.21,0.2,59.0,47.0,44.0,36.0,21.0,20.7,5.0,6.1,0.7,4.9,327.0,2026-03-21 15:00:00,120.568794,24.225628,29,
豐原,臺中市,54,細懸浮微粒,普通,1.7,1.0,0.25,0.2,54.0,38.0,20.0,20.0,13.0,13.7,6.0,7.5,1.3,3.8,331.0,2026-03-21 15:00:00,120.74252414,24.25699731,28,
三義,苗栗縣,42,,良好,0.7,0.0,0.23,0.2,48.0,36.0,37.0,18.0,15.0,10.5,6.0,8.4,2.1,5.1,9.0,2026-03-21 15:00:00,120.75956754,24.38248443,27,
苗栗,苗栗縣,53,細懸浮微粒,普通,1.4,1.0,0.19,0.2,48.0,40.0,40.0,25.0,15.0,13.2,6.0,8.0,1.3,3.8,10.0,2026-03-21 15:00:00,120.82011468,24.56499183,26,
頭份,苗栗縣,59,細懸浮微粒,普通,1.3,0.0,0.23,0.2,48.0,40.0,41.0,34.0,12.0,15.3,5.0,7.0,1.3,2.4,27.0,2026-03-21 15:00:00,120.89869286,24.69690679,25,
新竹,新竹市,52,細懸浮微粒,普通,1.1,1.0,0.25,0.2,50.0,43.0,30.0,32.0,13.0,12.7,7.0,8.3,1.2,1.9,41.0,2026-03-21 15:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,47,,良好,0.8,0.0,0.22,0.2,43.0,40.0,31.0,18.0,21.0,11.7,8.0,9.9,0.9,1.5,333.0,2026-03-21 15:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,50,,良好,0.3,0.0,0.22,0.2,51.0,45.0,23.0,30.0,6.0,11.5,4.0,4.5,0.1,3.8,38.0,2026-03-21 15:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,48,,良好,0.5,0.0,0.23,0.2,42.0,40.0,37.0,25.0,14.0,11.8,10.0,12.4,1.8,2.9,357.0,2026-03-21 15:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,48,,良好,0.9,0.0,0.25,0.2,45.0,38.0,21.0,24.0,15.0,12.0,8.0,10.4,1.7,2.1,43.0,2026-03-21 15:00:00,121.203986,24.952786,20,
觀音,桃園市,45,,良好,0.9,0.0,0.21,0.1,53.0,49.0,14.0,23.0,8.0,9.5,3.0,3.7,0.6,5.4,53.0,2026-03-21 15:00:00,121.08283092,25.03556747,19,
大園,桃園市,43,,良好,0.8,0.0,0.23,0.1,51.0,46.0,17.0,26.0,6.0,8.4,7.0,8.0,1.0,6.0,31.0,2026-03-21 15:00:00,121.20251473,25.06100357,18,
桃園,桃園市,40,,良好,0.3,0.0,0.24,0.2,45.0,40.0,21.0,19.0,10.0,9.9,9.0,10.1,0.9,2.2,15.0,2026-03-21 15:00:00,121.30500531,24.9947107,17,
大同,臺北市,54,二氧化氮,普通,1.1,0.0,0.67,0.6,29.0,26.0,12.0,9.0,3.0,4.9,26.0,41.1,15.0,,,2026-03-21 15:00:00,121.51342074,25.06331455,16,
松山,臺北市,33,,良好,1.5,1.0,0.2,0.2,43.0,36.0,11.0,14.0,9.0,7.7,10.0,12.5,2.5,2.6,68.0,2026-03-21 15:00:00,121.578611,25.05,15,
古亭,臺北市,40,,良好,1.0,1.0,0.21,0.2,46.0,43.0,10.0,11.0,2.0,4.8,6.0,8.1,1.2,0.9,351.0,2026-03-21 15:00:00,121.529556,25.020608,14,
萬華,臺北市,37,,良好,0.9,1.0,0.26,0.2,44.0,40.0,11.0,10.0,5.0,6.2,10.0,12.3,1.8,1.9,98.0,2026-03-21 15:00:00,121.507972,25.046503,13,
中山,臺北市,36,,良好,0.2,0.0,0.29,0.3,44.0,39.0,14.0,13.0,6.0,7.3,10.0,12.5,2.0,2.8,127.0,2026-03-21 15:00:00,121.526528,25.062361,12,
士林,臺北市,17,,良好,,0.0,0.2,,47.0,,6.0,10.0,0.0,2.3,6.0,7.2,0.9,2.3,5.0,2026-03-21 15:00:00,121.51666356,25.10334003,11,
淡水,新北市,40,,良好,0.5,0.0,0.24,0.2,49.0,43.0,5.0,8.0,8.0,7.0,3.0,4.4,1.0,3.4,20.0,2026-03-21 15:00:00,121.449239,25.1645,10,
林口,新北市,37,,良好,1.0,0.0,0.22,0.2,46.0,40.0,17.0,17.0,12.0,7.6,5.0,5.9,0.7,2.2,38.0,2026-03-21 15:00:00,121.36548982,25.07798949,9,
菜寮,新北市,39,,良好,0.4,0.0,0.27,0.2,44.0,42.0,10.0,10.0,7.0,7.3,10.0,12.7,1.8,2.9,135.0,2026-03-21 15:00:00,121.481028,25.06895,8,
新莊,新北市,41,,良好,0.2,0.0,0.2,0.2,44.0,44.0,20.0,20.0,7.0,7.2,8.0,9.5,1.1,2.6,90.0,2026-03-21 15:00:00,121.4325,25.037972,7,
板橋,新北市,39,,良好,0.7,0.0,0.28,0.2,43.0,42.0,8.0,9.0,5.0,8.2,11.0,12.9,1.6,2.4,124.0,2026-03-21 15:00:00,121.458667,25.012972,6,
土城,新北市,42,,良好,0.8,0.0,0.23,0.2,46.0,45.0,9.0,11.0,4.0,5.1,7.0,9.7,1.8,1.7,152.0,2026-03-21 15:00:00,121.451861,24.982528,5,
新店,新北市,40,,良好,0.9,1.0,0.22,0.2,48.0,43.0,13.0,12.0,6.0,5.7,7.0,7.8,0.8,1.0,45.0,2026-03-21 15:00:00,121.537778,24.977222,4,
汐止,新北市,37,,良好,0.7,0.0,0.2,0.2,45.0,40.0,8.0,11.0,5.0,7.6,7.0,8.0,0.8,2.6,68.0,2026-03-21 15:00:00,121.64081,25.06624,2,
基隆,基隆市,40,,良好,0.5,0.0,0.21,0.2,47.0,43.0,23.0,17.0,11.0,9.8,6.0,7.8,1.0,0.2,66.0,2026-03-21 15:00:00,121.760056,25.129167,1,
屏東（枋山）,屏東縣,75,細懸浮微粒,普通,0.9,0.0,0.36,0.2,82.0,53.0,50.0,38.0,27.0,21.1,2.0,2.7,0.0,1.8,268.0,2026-03-21 14:00:00,120.651472,22.260899,313,
新北（樹林）,新北市,43,,良好,0.5,0.0,0.26,0.2,51.0,46.0,17.0,10.0,7.0,8.8,7.0,10.5,2.6,1.0,120.0,2026-03-21 14:00:00,121.38352778,24.94902778,311,
屏東（琉球）,屏東縣,108,細懸浮微粒,對敏感族群不健康,0.9,1.0,0.29,0.4,80.0,53.0,50.0,67.0,25.0,33.5,5.0,6.2,0.9,3.9,319.0,2026-03-21 14:00:00,120.37722,22.35222,204,
南投（鹿谷）,南投縣,82,細懸浮微粒,普通,1.5,0.0,0.27,0.2,66.0,48.0,42.0,37.0,27.0,23.7,6.0,7.2,0.9,1.3,293.0,2026-03-21 14:00:00,120.7944772,23.71867609,203,
林森,臺南市,84,細懸浮微粒,普通,1.4,1.0,0.35,0.4,56.0,43.0,57.0,56.0,17.0,24.5,6.0,8.9,2.0,2.1,42.0,2026-03-21 14:00:00,120.22216042,22.98522502,140,
員林,彰化縣,78,細懸浮微粒,普通,1.6,1.0,0.27,0.3,64.0,46.0,48.0,36.0,23.0,22.2,6.0,8.7,1.8,4.7,292.0,2026-03-21 14:00:00,120.5631893,23.9615945,139,
臺灣大道,臺中市,64,細懸浮微粒,普通,0.5,0.0,0.36,0.5,54.0,36.0,30.0,26.0,21.0,17.2,9.0,13.8,4.6,2.0,325.0,2026-03-21 14:00:00,120.6567111,24.1589,88,
