sitename,county,aqi,pollutant,status,so2,so2_avg,co,co_8hr,o3,o3_8hr,pm10,pm10_avg,pm25,pm25_avg,no2,nox,no,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
崙背,雲林縣,73,細懸浮微粒,普通,1.0,1.0,0.3,0.2,48.0,53.0,37.0,48.0,16.0,20.5,6.0,7.3,0.3,2.0,275.0,2026-03-19 19:00:00,120.348742,23.757547,38,
斗六,雲林縣,83,細懸浮微粒,普通,3.4,1.0,0.46,0.3,47.0,59.0,59.0,48.0,30.0,24.3,14.0,14.9,0.6,2.6,318.0,2026-03-19 19:00:00,120.544994,23.711853,37,
南投,南投縣,78,細懸浮微粒,普通,1.2,0.0,0.43,0.3,42.0,61.0,50.0,45.0,25.0,22.3,15.0,16.6,0.8,1.6,301.0,2026-03-19 19:00:00,120.685306,23.913,36,
二林,彰化縣,84,懸浮微粒,普通,2.0,1.0,0.33,0.3,44.0,54.0,41.0,61.0,15.0,21.3,12.0,13.7,1.2,3.3,13.0,2026-03-19 19:00:00,120.409653,23.925175,35,
線西,彰化縣,78,細懸浮微粒,普通,3.3,2.0,0.46,0.4,39.0,48.0,33.0,53.0,16.0,22.4,16.0,17.5,1.0,5.6,34.0,2026-03-19 19:00:00,120.469061,24.131672,34,
彰化,彰化縣,70,細懸浮微粒,普通,0.9,1.0,0.41,0.3,37.0,52.0,30.0,43.0,14.0,19.6,16.0,17.7,1.4,3.6,10.0,2026-03-19 19:00:00,120.541519,24.066,33,
西屯,臺中市,69,懸浮微粒,普通,1.2,1.0,0.38,0.2,30.0,47.0,42.0,47.0,14.0,17.1,19.0,19.5,0.0,2.9,4.0,2026-03-19 19:00:00,120.616917,24.162197,32,
忠明,臺中市,69,細懸浮微粒,普通,1.6,1.0,0.41,0.3,33.0,49.0,38.0,41.0,22.0,19.1,18.0,19.4,1.1,2.0,325.0,2026-03-19 19:00:00,120.641092,24.151958,31,
大里,臺中市,66,細懸浮微粒,普通,1.2,1.0,0.5,0.3,30.0,48.0,42.0,44.0,17.0,17.8,19.0,19.7,0.4,2.0,353.0,2026-03-19 19:00:00,120.67844444,24.09961111,30,
沙鹿,臺中市,74,細懸浮微粒,普通,0.7,1.0,0.34,0.2,40.0,51.0,32.0,43.0,17.0,20.9,13.0,13.7,0.6,4.6,300.0,2026-03-19 19:00:00,120.568794,24.225628,29,
豐原,臺中市,67,細懸浮微粒,普通,1.6,1.0,0.36,0.3,33.0,50.0,39.0,38.0,16.0,18.5,17.0,18.1,0.5,1.7,323.0,2026-03-19 19:00:00,120.74252414,24.25699731,28,
三義,苗栗縣,67,細懸浮微粒,普通,1.0,1.0,0.32,0.3,38.0,43.0,28.0,36.0,15.0,18.5,9.0,10.6,1.3,3.6,14.0,2026-03-19 19:00:00,120.75956754,24.38248443,27,
苗栗,苗栗縣,56,細懸浮微粒,普通,2.2,1.0,0.35,0.3,39.0,41.0,21.0,26.0,12.0,14.4,16.0,17.4,1.0,2.9,11.0,2026-03-19 19:00:00,120.82011468,24.56499183,26,
頭份,苗栗縣,50,,良好,2.1,1.0,0.45,0.3,35.0,41.0,27.0,30.0,10.0,11.0,17.0,19.5,1.6,1.9,23.0,2026-03-19 19:00:00,120.89869286,24.69690679,25,
新竹,新竹市,41,,良好,2.4,2.0,0.39,0.3,41.0,44.0,16.0,23.0,8.0,8.8,16.0,17.6,0.9,2.6,28.0,2026-03-19 19:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,48,,良好,0.9,0.0,0.29,0.3,44.0,40.0,9.0,21.0,6.0,12.0,7.0,8.1,0.6,3.8,28.0,2026-03-19 19:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,44,,良好,0.9,0.0,0.28,0.2,48.0,48.0,13.0,14.0,6.0,6.9,9.0,9.4,0.3,4.2,43.0,2026-03-19 19:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,42,,良好,1.0,0.0,0.32,0.3,44.0,39.0,11.0,24.0,8.0,10.5,11.0,11.7,0.6,3.7,44.0,2026-03-19 19:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,50,,良好,0.8,0.0,0.48,0.3,32.0,37.0,20.0,19.0,5.0,6.4,21.0,23.6,2.5,2.1,48.0,2026-03-19 19:00:00,121.203986,24.952786,20,
觀音,桃園市,47,,良好,0.2,0.0,0.24,0.2,51.0,51.0,13.0,17.0,3.0,3.5,6.0,7.7,0.7,5.5,58.0,2026-03-19 19:00:00,121.08283092,25.03556747,19,
大園,桃園市,44,,良好,0.8,0.0,0.25,0.2,48.0,48.0,16.0,16.0,7.0,4.1,8.0,9.8,1.0,5.8,37.0,2026-03-19 19:00:00,121.20251473,25.06100357,18,
桃園,桃園市,38,,良好,0.9,1.0,0.46,0.3,41.0,41.0,9.0,18.0,0.0,5.9,14.0,15.6,0.7,2.2,21.0,2026-03-19 19:00:00,121.30500531,24.9947107,17,
大同,臺北市,57,二氧化氮,普通,1.3,1.0,0.75,0.6,25.0,27.0,8.0,10.0,5.0,6.2,31.0,46.3,14.3,,,2026-03-19 19:00:00,121.51342074,25.06331455,16,
松山,臺北市,45,,良好,0.2,0.0,0.35,0.2,35.0,42.0,9.0,11.0,8.0,5.9,19.0,21.3,2.2,2.1,58.0,2026-03-19 19:00:00,121.578611,25.05,15,
古亭,臺北市,41,,良好,1.2,1.0,0.39,0.3,40.0,44.0,7.0,12.0,4.0,5.2,13.0,13.5,0.4,1.0,340.0,2026-03-19 19:00:00,121.529556,25.020608,14,
萬華,臺北市,39,,良好,0.2,0.0,0.41,0.3,39.0,42.0,5.0,8.0,2.0,5.6,15.0,16.9,1.0,2.8,109.0,2026-03-19 19:00:00,121.507972,25.046503,13,
中山,臺北市,48,,良好,0.0,0.0,0.53,0.4,33.0,39.0,8.0,12.0,5.0,7.5,20.0,23.4,2.4,2.5,109.0,2026-03-19 19:00:00,121.526528,25.062361,12,
士林,臺北市,41,,良好,0.8,0.0,0.36,0.3,43.0,44.0,13.0,17.0,6.0,6.3,8.0,9.6,1.0,1.4,9.0,2026-03-19 19:00:00,121.51666356,25.10334003,11,
淡水,新北市,44,,良好,1.0,1.0,0.3,0.2,46.0,47.0,5.0,7.0,2.0,3.7,5.0,6.4,1.0,2.1,20.0,2026-03-19 19:00:00,121.449239,25.1645,10,
林口,新北市,40,,良好,1.0,1.0,0.31,0.2,40.0,43.0,6.0,10.0,4.0,4.0,8.0,9.1,0.6,1.9,41.0,2026-03-19 19:00:00,121.36548982,25.07798949,9,
菜寮,新北市,40,,良好,0.3,0.0,0.43,0.3,42.0,43.0,5.0,10.0,3.0,5.5,13.0,13.4,0.4,1.8,37.0,2026-03-19 19:00:00,121.481028,25.06895,8,
新莊,新北市,40,,良好,0.5,0.0,0.4,0.3,44.0,43.0,17.0,19.0,3.0,6.7,11.0,12.3,0.6,3.0,87.0,2026-03-19 19:00:00,121.4325,25.037972,7,
板橋,新北市,40,,良好,1.5,1.0,0.46,0.3,39.0,43.0,6.0,11.0,5.0,5.5,17.0,18.1,0.9,2.7,115.0,2026-03-19 19:00:00,121.458667,25.012972,6,
土城,新北市,42,,良好,1.3,0.0,0.41,0.3,42.0,45.0,7.0,14.0,3.0,4.0,12.0,12.7,0.4,1.6,152.0,2026-03-19 19:00:00,121.451861,24.982528,5,
新店,新北市,41,,良好,1.4,1.0,0.39,0.3,41.0,44.0,8.0,12.0,1.0,5.0,14.0,15.2,0.4,1.0,23.0,2026-03-19 19:00:00,121.537778,24.977222,4,
汐止,新北市,40,,良好,1.3,1.0,0.29,0.2,38.0,43.0,8.0,7.0,4.0,5.6,12.0,13.4,0.5,1.6,23.0,2026-03-19 19:00:00,121.64081,25.06624,2,
基隆,基隆市,46,,良好,1.5,1.0,0.32,0.2,47.0,50.0,6.0,9.0,1.0,4.2,6.0,7.8,1.1,1.9,92.0,2026-03-19 19:00:00,121.760056,25.129167,1,
屏東（枋山）,屏東縣,61,臭氧八小時,普通,0.0,0.0,0.19,0.1,58.0,58.0,33.0,27.0,14.0,10.9,2.0,2.4,0.1,2.5,327.0,2026-03-19 18:00:00,120.651472,22.260899,313,
新北（樹林）,新北市,41,,良好,1.0,0.0,0.41,0.3,45.0,44.0,7.0,13.0,8.0,9.7,16.0,21.0,4.1,0.9,129.0,2026-03-19 18:00:00,121.38352778,24.94902778,311,
屏東（琉球）,屏東縣,48,,良好,0.2,0.0,0.21,0.2,53.0,51.0,33.0,28.0,10.0,12.0,2.0,3.2,0.8,2.8,321.0,2026-03-19 18:00:00,120.37722,22.35222,204,
南投（鹿谷）,南投縣,86,細懸浮微粒,普通,1.7,1.0,0.22,0.2,60.0,56.0,39.0,40.0,25.0,25.2,5.0,5.5,0.4,0.4,244.0,2026-03-19 18:00:00,120.7944772,23.71867609,203,
林森,臺南市,63,懸浮微粒,普通,1.3,1.0,0.57,0.3,48.0,47.0,47.0,42.0,20.0,16.4,13.0,17.1,3.3,1.5,85.0,2026-03-19 18:00:00,120.22216042,22.98522502,140,
員林,彰化縣,84,細懸浮微粒,普通,1.3,1.0,0.38,0.3,46.0,57.0,56.0,50.0,22.0,24.6,13.0,14.8,1.6,3.4,309.0,2026-03-19 18:00:00,120.5631893,23.9615945,139,
臺灣大道,臺中市,78,細懸浮微粒,普通,1.0,0.0,0.84,0.5,32.0,48.0,47.0,47.0,16.0,22.3,29.0,45.7,15.7,1.0,295.0,2026-03-19 18:00:00,120.6567111,24.1589,88,
大城,彰化縣,61,臭氧八小時,普通,1.0,1.0,0.26,0.2,61.0,58.0,32.0,35.0,15.0,15.7,2.0,5.0,2.0,6.2,324.0,2026-03-19 18:00:00,120.26964167,23.85493056,85,
富貴角,新北市,64,臭氧八小時,普通,0.0,0.0,0.2,0.2,60.0,59.0,18.0,19.0,5.0,6.2,1.0,1.5,0.0,8.9,52.0,2026-03-19 18:00:00,121.53656894,25.29681695,84,
麥寮,雲林縣,65,懸浮微粒,普通,1.3,1.0,0.31,0.2,57.0,53.0,37.0,44.0,15.0,16.1,5.0,6.5,1.5,4.2,345.0,2026-03-19 18:00:00,120.251825,23.753506,83,
關山,臺東縣,47,,良好,0.6,0.0,0.21,0.1,44.0,40.0,21.0,19.0,14.0,11.6,3.0,4.5,1.0,2.1,17.0,2026-03-19 18:00:00,121.161933,23.045083,80,
馬公,澎湖縣,50,,良好,0.4,0.0,0.27,0.2,58.0,54.0,15.0,20.0,9.0,11.2,3.0,4.5,0.7,4.2,29.0,2026-03-19 18:00:00,119.566158,23.569031,78,
金門,金門縣,51,細懸浮微粒,普通,1.6,1.0,0.41,0.4,58.0,47.0,24.0,27.0,10.0,12.5,9.0,10.8,1.1,2.2,95.0,2026-03-19 18:00:00,118.312256,24.432133,77,
馬祖,連江縣,55,細懸浮微粒,普通,0.9,0.0,0.25,0.2,59.0,55.0,38.0,31.0,22.0,14.0,4.0,5.6,0.7,2.6,332.0,2026-03-19 18:00:00,119.952724,26.153736,75,
埔里,南投縣,75,細懸浮微粒,普通,1.3,1.0,0.29,0.2,58.0,53.0,42.0,39.0,23.0,21.1,6.0,7.2,0.7,2.4,271.0,2026-03-19 18:00:00,120.967903,23.968842,72,
復興,高雄市,59,細懸浮微粒,普通,0.7,1.0,0.37,0.2,45.0,47.0,,,15.0,15.5,10.0,12.8,2.1,1.2,276.0,2026-03-19 18:00:00,120.312017,22.608711,71,
永和,新北市,40,,良好,1.2,1.0,0.5,0.4,42.0,43.0,5.0,11.0,5.0,7.7,12.0,15.6,3.2,1.6,102.0,2026-03-19 18:00:00,121.516306,25.017,70,
竹山,南投縣,86,細懸浮微粒,普通,2.0,1.0,0.31,0.2,48.0,53.0,54.0,51.0,27.0,25.4,9.0,10.5,0.9,1.0,223.0,2026-03-19 18:00:00,120.677306,23.756389,69,
中壢,桃園市,70,懸浮微粒,普通,1.7,1.0,0.91,0.5,13.0,23.0,127.0,48.0,10.0,12.4,42.0,68.8,25.8,0.2,307.0,2026-03-19 18:00:00,121.221667,24.953278,68,
三重,新北市,60,二氧化氮,普通,1.6,1.0,1.2,0.8,19.0,20.0,18.0,19.0,3.0,7.5,37.0,72.9,35.9,,,2026-03-19 18:00:00,121.493806,25.072611,67,
冬山,宜蘭縣,44,,良好,0.6,0.0,0.3,0.2,50.0,48.0,11.0,20.0,4.0,7.4,8.0,9.5,1.1,1.5,35.0,2026-03-19 18:00:00,121.792928,24.632203,66,
宜蘭,宜蘭縣,44,,良好,0.7,0.0,0.31,0.2,51.0,47.0,8.0,18.0,5.0,6.1,6.0,6.9,0.8,2.1,77.0,2026-03-19 18:00:00,121.746394,24.747917,65,
陽明,臺北市,46,,良好,1.3,1.0,0.26,0.2,52.0,50.0,5.0,6.0,3.0,2.7,1.0,2.1,0.2,2.7,90.0,2026-03-19 18:00:00,121.529583,25.182722,64,
花蓮,花蓮縣,53,細懸浮微粒,普通,1.4,1.0,0.38,0.2,46.0,51.0,27.0,25.0,16.0,13.1,7.0,8.2,0.4,1.7,66.0,2026-03-19 18:00:00,121.599769,23.971306,63,
臺東,臺東縣,48,,良好,0.6,0.0,0.25,0.1,47.0,42.0,25.0,24.0,14.0,11.9,4.0,5.3,1.2,3.3,29.0,2026-03-19 18:00:00,121.15045,22.755358,62,
恆春,屏東縣,45,,良好,1.2,0.0,0.13,0.1,61.0,49.0,17.0,14.0,9.0,7.8,1.0,3.0,1.3,3.0,325.0,2026-03-19 18:00:00,120.788928,21.958069,61,
潮州,屏東縣,65,懸浮微粒,普通,1.1,1.0,0.22,0.2,51.0,52.0,49.0,44.0,18.0,15.0,7.0,8.0,0.9,0.7,264.0,2026-03-19 18:00:00,120.561175,22.523108,60,
屏東,屏東縣,61,懸浮微粒,普通,1.0,1.0,0.26,0.1,58.0,53.0,43.0,40.0,20.0,15.6,9.0,10.3,1.2,1.9,307.0,2026-03-19 18:00:00,120.488033,22.673081,59,
小港,高雄市,58,細懸浮微粒,普通,1.2,1.0,0.24,0.1,43.0,42.0,31.0,31.0,17.0,14.9,11.0,12.4,1.0,2.3,295.0,2026-03-19 18:00:00,120.337736,22.565833,58,
前鎮,高雄市,65,懸浮微粒,普通,0.4,0.0,0.36,0.2,46.0,46.0,79.0,44.0,15.0,13.7,11.0,13.0,1.5,2.3,20.0,2026-03-19 18:00:00,120.30833356,22.6044507,57,
前金,高雄市,64,懸浮微粒,普通,0.4,0.0,0.25,0.1,52.0,49.0,36.0,43.0,12.0,14.4,6.0,7.6,0.7,3.8,346.0,2026-03-19 18:00:00,120.28676111,22.63390278,56,
左營,高雄市,60,懸浮微粒,普通,1.1,1.0,0.23,0.1,47.0,48.0,40.0,39.0,12.0,14.1,10.0,11.6,0.9,2.6,294.0,2026-03-19 18:00:00,120.292917,22.674861,54,
楠梓,高雄市,65,懸浮微粒,普通,1.1,1.0,0.27,0.1,48.0,48.0,42.0,44.0,11.0,14.2,9.0,10.3,0.7,1.5,351.0,2026-03-19 18:00:00,120.328289,22.733667,53,
林園,高雄市,55,細懸浮微粒,普通,2.0,0.0,0.2,0.1,40.0,43.0,37.0,32.0,15.0,13.9,10.0,11.9,1.1,1.8,288.0,2026-03-19 18:00:00,120.41175,22.4795,52,
大寮,高雄市,62,懸浮微粒,普通,0.8,1.0,0.25,0.1,43.0,48.0,46.0,41.0,16.0,16.0,9.0,10.3,1.0,0.9,289.0,2026-03-19 18:00:00,120.425311,22.56413611,51,
鳳山,高雄市,57,細懸浮微粒,普通,0.8,1.0,0.69,0.3,34.0,42.0,37.0,36.0,15.0,14.7,19.0,21.4,2.2,0.8,277.0,2026-03-19 18:00:00,120.357422,22.628126,50,
仁武,高雄市,61,細懸浮微粒,普通,1.6,2.0,0.27,0.2,46.0,47.0,39.0,39.0,17.0,16.1,9.0,10.7,0.7,2.0,333.0,2026-03-19 18:00:00,120.332631,22.689056,49,
橋頭,高雄市,63,細懸浮微粒,普通,0.7,1.0,0.29,0.2,46.0,46.0,33.0,34.0,24.0,16.9,9.0,10.8,1.3,2.3,347.0,2026-03-19 18:00:00,120.305689,22.757506,48,
美濃,高雄市,60,細懸浮微粒,普通,1.5,1.0,0.25,0.1,57.0,53.0,42.0,36.0,21.0,15.9,3.0,4.3,0.4,1.9,286.0,2026-03-19 18:00:00,120.530542,22.883583,47,
臺南,臺南市,58,懸浮微粒,普通,0.8,0.0,0.26,0.1,54.0,50.0,44.0,37.0,12.0,14.0,8.0,8.7,0.4,3.3,7.0,2026-03-19 18:00:00,120.21947897,22.98928311,46,
安南,臺南市,70,懸浮微粒,普通,1.7,1.0,0.28,0.2,,,42.0,48.0,20.0,15.9,6.0,7.6,1.0,3.0,311.0,2026-03-19 18:00:00,120.2175,23.048197,45,
